experiment_id,bank_condition,query_id,query_version,retrieval_method,rank,memory_id,semantic_similarity,state_alignment,context_alignment,experience_alignment,final_ranking_score,readmitted
RQ1_20260914T175757Z,normal,Q011,shifted,baseline,3,M063474,1.0000001192092896,0.8571428571428571,,,,NO
RQ1_20260914T175757Z,normal,Q011,shifted,baseline,4,M042506,1.0000001192092896,0.8310955961331901,,,,>30
RQ1_20260914T175757Z,normal,Q011,shifted,baseline,5,M089762,0.999800980091095,0.6761904761904762,,,,NO
RQ1_20260914T175757Z,normal,Q011,shifted,sacr,1,M043191,1.0000001192092896,1.0,1.0,1.0,1.0000001192092896,NO
RQ1_20260914T175757Z,normal,Q011,shifted,sacr,2,M042153,1.0000001192092896,1.0,1.0,1.0,1.0000001192092896,<30
RQ1_20260914T175757Z,normal,Q011,shifted,sacr,3,M063474,1.0000001192092896,0.8571428571428571,1.0,1.0,1.0000001192092896,NO
RQ1_20260914T175757Z,normal,Q011,shifted,sacr,4,M042506,1.0000001192092896,0.8310955961331901,1.0,1.0,1.0000001192092896,>30
RQ1_20260914T175757Z,normal,Q011,shifted,sacr,5,M042804,0.999800980091095,0.8476190476190476,0.9964285714285713,1.0,0.9989877939224243,NO
RQ1_20260914T175757Z,normal,Q012,base,baseline,1,M057809,1.0000001192092896,0.8571428571428571,,,,>30
RQ1_20260914T175757Z,normal,Q012,base,baseline,2,M098292,0.9994928240776062,0.8380952380952381,,,,NO
RQ1_20260914T175757Z,normal,Q012,base,baseline,3,M036487,0.9994697570800781,0.6952380952380953,,,,NO
RQ1_20260914T175757Z,normal,Q012,base,baseline,4,M064739,0.9994279742240906,0.6755102040816326,,,,NO
RQ1_20260914T175757Z,normal,Q012,base,baseline,5,M075737,0.9994261264801025,0.8380952380952381,,,,NO
RQ1_20260914T175757Z,normal,Q012,base,sacr,1,M057809,1.0000001192092896,0.8571428571428571,1.0,1.0,1.0000001192092896,>30
RQ1_20260914T175757Z,normal,Q012,base,sacr,2,M078223,0.9991438388824463,0.8306122448979593,0.9849236641221374,1.0,0.9957172870635986,NO
RQ1_20260914T175757Z,normal,Q012,base,sacr,3,M081373,0.9991778135299683,0.8380952380952381,0.9841330425299891,1.0,0.9955400228500366,NO
RQ1_20260914T175757Z,normal,Q012,base,sacr,4,M091742,0.9990804195404053,1.0,0.971633042529989,1.0,0.992356538772583,>30
RQ1_20260914T175757Z,normal,Q012,base,sacr,5,M056558,0.998988151550293,0.7142857142857143,0.9705561613958561,1.0,0.9920319318771362,>30
RQ1_20260914T175757Z,normal,Q012,shifted,baseline,1,M057809,1.0000001192092896,0.8571428571428571,,,,>30
RQ1_20260914T175757Z,normal,Q012,shifted,baseline,2,M098292,0.9994928240776062,0.8380952380952381,,,,NO
RQ1_20260914T175757Z,normal,Q012,shifted,baseline,3,M036487,0.9994697570800781,0.6952380952380953,,,,NO
RQ1_20260914T175757Z,normal,Q012,shifted,baseline,4,M064739,0.9994279742240906,0.6755102040816326,,,,NO
RQ1_20260914T175757Z,normal,Q012,shifted,baseline,5,M075737,0.9994261264801025,0.6952380952380953,,,,NO
RQ1_20260914T175757Z,normal,Q012,shifted,sacr,1,M057809,1.0000001192092896,0.8571428571428571,1.0,1.0,1.0000001192092896,>30
RQ1_20260914T175757Z,normal,Q012,shifted,sacr,2,M078223,0.9991438388824463,0.8306122448979593,0.9849236641221374,1.0,0.9957172870635986,NO
RQ1_20260914T175757Z,normal,Q012,shifted,sacr,3,M081373,0.9991778135299683,0.8380952380952381,0.9841330425299891,1.0,0.9955400228500366,NO
RQ1_20260914T175757Z,normal,Q012,shifted,sacr,4,M091742,0.9990804195404053,0.8571428571428571,0.971633042529989,1.0,0.992356538772583,>30
RQ1_20260914T175757Z,normal,Q012,shifted,sacr,5,M056558,0.998988151550293,0.7142857142857143,0.9705561613958561,1.0,0.9920319318771362,>30
RQ1_20260914T175757Z,normal,Q013,base,baseline,1,M004656,1.0000001192092896,1.0,,,,>30
RQ1_20260914T175757Z,normal,Q013,base,baseline,2,M000434,0.9980655908584595,0.8476190476190476,,,,>30
RQ1_20260914T175757Z,normal,Q013,base,baseline,3,M000520,0.9979438781738281,0.6761904761904762,,,,>30
RQ1_20260914T175757Z,normal,Q013,base,baseline,4,M000489,0.9978896975517273,0.8476190476190476,,,,NO
RQ1_20260914T175757Z,normal,Q013,base,baseline,5,M050404,0.9978283643722534,0.6666666666666667,,,,NO
RQ1_20260914T175757Z,normal,Q013,base,sacr,1,M004656,1.0000001192092896,1.0,1.0,1.0,1.0000001192092896,>30
RQ1_20260914T175757Z,normal,Q013,base,sacr,2,M000652,0.997107207775116,0.9904761904761905,0.9714537371025921,1.0,0.9911277294158936,>30
RQ1_20260914T175757Z,normal,Q013,base,sacr,3,M000489,0.9978896975517273,0.8476190476190476,0.9266154964628248,1.0,0.9803876876831055,NO
RQ1_20260914T175757Z,normal,Q013,base,sacr,4,M000224,0.9966926574707031,0.8380952380952381,0.9211835556301206,1.0,0.9783115386962891,NO
RQ1_20260914T175757Z,normal,Q013,base,sacr,5,M000434,0.9980655908584595,0.8476190476190476,0.8664849145765176,1.0,0.9654606580734253,>30
RQ1_20260914T175757Z,normal,Q013,shifted,baseline,1,M004656,1.0000001192092896,0.9516648764769066,,,,>30
RQ1_20260914T175757Z,normal,Q013,shifted,baseline,2,M000434,0.9980655908584595,0.7992839240959543,,,,>30
RQ1_20260914T175757Z,normal,Q013,shifted,baseline,3,M000520,0.9979438781738281,0.6278553526673828,,,,>30
RQ1_20260914T175757Z,normal,Q013,shifted,baseline,4,M000489,0.9978896975517273,0.7992839240959543,,,,NO
RQ1_20260914T175757Z,normal,Q013,shifted,baseline,5,M050404,0.9978283643722534,0.6183315431435733,,,,NO
RQ1_20260914T175757Z,normal,Q013,shifted,sacr,1,M004656,1.0000001192092896,0.9516648764769066,1.0,1.0,1.0000001192092896,>30
RQ1_20260914T175757Z,normal,Q013,shifted,sacr,2,M000652,0.997107207775116,0.9421410669530971,0.9714537371025921,1.0,0.9911277294158936,>30
RQ1_20260914T175757Z,normal,Q013,shifted,sacr,3,M000489,0.9978896975517273,0.7992839240959543,0.9266154964628248,1.0,0.9803876876831055,NO
RQ1_20260914T175757Z,normal,Q013,shifted,sacr,4,M000224,0.9966926574707031,0.7897601145721447,0.9211835556301206,1.0,0.9783115386962891,NO
RQ1_20260914T175757Z,normal,Q013,shifted,sacr,5,M000434,0.9980655908584595,0.7992839240959543,0.8664849145765176,1.0,0.9654606580734253,>30
RQ1_20260914T175757Z,normal,Q014,base,baseline,1,M035347,1.0,0.9523809523809524,,,,<30
RQ1_20260914T175757Z,normal,Q014,base,baseline,2,M094911,0.9982353448867798,0.6511815252416756,,,,NO
RQ1_20260914T175757Z,normal,Q014,base,baseline,3,M082229,0.9979193806648254,0.6892767633369138,,,,NO
RQ1_20260914T175757Z,normal,Q014,base,baseline,4,M078416,0.9977544546127319,0.8130862871464375,,,,NO
RQ1_20260914T175757Z,normal,Q014,base,baseline,5,M044523,0.9976707100868225,0.6797529538131043,,,,NO
RQ1_20260914T175757Z,normal,Q014,base,sacr,1,M035347,1.0,0.9523809523809524,1.0,1.0,1.0,<30
RQ1_20260914T175757Z,normal,Q014,base,sacr,2,M022194,0.997409462928772,0.7940386680988185,0.9362598915079829,1.0,0.9825106859207153,NO
RQ1_20260914T175757Z,normal,Q014,base,sacr,3,M053102,0.9963564872741699,0.96546723952739,0.8903653916058497,1.0,0.9704052209854126,NO
RQ1_20260914T175757Z,normal,Q014,base,sacr,4,M005802,0.9961490035057068,0.8226100966702471,0.8818321309733523,1.0,0.9681475162506104,NO
RQ1_20260914T175757Z,normal,Q014,base,sacr,5,M012192,0.996539831161499,0.8171679197994987,0.9520289824679138,0.6666666666666666,0.9359312057495117,>30
RQ1_20260914T175757Z,normal,Q014,shifted,baseline,1,M035347,1.0,0.979591836734694,,,,<30
RQ1_20260914T175757Z,normal,Q014,shifted,baseline,2,M094911,0.9982353448867798,0.6783924095954171,,,,NO
RQ1_20260914T175757Z,normal,Q014,shifted,baseline,3,M082229,0.9979193806648254,0.640297171500179,,,,NO
RQ1_20260914T175757Z,normal,Q014,shifted,baseline,4,M078416,0.9977544546127319,0.8022019334049411,,,,NO
RQ1_20260914T175757Z,normal,Q014,shifted,baseline,5,M044523,0.9976707100868225,0.6498209810239886,,,,NO
RQ1_20260914T175757Z,normal,Q014,shifted,sacr,1,M035347,1.0,0.979591836734694,1.0,1.0,1.0,<30
RQ1_20260914T175757Z,normal,Q014,shifted,sacr,2,M022194,0.997409462928772,0.82124955245256,0.9362598915079829,1.0,0.9825106859207153,NO
RQ1_20260914T175757Z,normal,Q014,shifted,sacr,3,M053102,0.9963564872741699,0.9355352667382743,0.8903653916058497,1.0,0.9704052209854126,NO
RQ1_20260914T175757Z,normal,Q014,shifted,sacr,4,M005802,0.9961490035057068,0.7926781238811315,0.8818321309733523,1.0,0.9681475162506104,NO
RQ1_20260914T175757Z,normal,Q014,shifted,sacr,5,M012192,0.996539831161499,0.8253311851056212,0.9520289824679138,0.6666666666666666,0.9359312057495117,>30
RQ1_20260914T175757Z,normal,Q015,base,baseline,1,M051010,1.0,0.8503401360544218,,,,>30
RQ1_20260914T175757Z,normal,Q015,base,baseline,2,M076321,0.9997595548629761,0.8476190476190476,,,,>30
RQ1_20260914T175757Z,normal,Q015,base,baseline,3,M073842,0.9997595548629761,0.682312925170068,,,,>30
RQ1_20260914T175757Z,normal,Q015,base,baseline,4,M062224,0.9997442960739136,0.6952380952380953,,,,>30
RQ1_20260914T175757Z,normal,Q015,base,baseline,5,M049542,0.9994049072265625,0.8435374149659864,,,,NO
RQ1_20260914T175757Z,normal,Q015,base,sacr,1,M051010,1.0,0.8503401360544218,1.0,1.0,1.0,>30
RQ1_20260914T175757Z,normal,Q015,base,sacr,2,M101026,0.9993199110031128,0.7993197278911566,0.9982142857142857,1.0,0.9991455078125,<30
RQ1_20260914T175757Z,normal,Q015,base,sacr,3,M075258,0.9991916418075562,0.8122448979591838,0.993552344601963,1.0,0.9979031085968018,NO
RQ1_20260914T175757Z,normal,Q015,base,sacr,4,M063219,0.9991055727005005,0.8380952380952381,0.9931570338058887,1.0,0.9977525472640991,NO
RQ1_20260914T175757Z,normal,Q015,base,sacr,5,M039788,0.998693585395813,0.7142857142857143,0.9931570338058887,1.0,0.9975054264068604,NO
RQ1_20260914T175757Z,normal,Q015,shifted,baseline,1,M051010,1.0,0.9659863945578231,,,,>30
RQ1_20260914T175757Z,normal,Q015,shifted,baseline,2,M076321,0.9997595548629761,0.8068027210884354,,,,>30
RQ1_20260914T175757Z,normal,Q015,shifted,baseline,3,M073842,0.9997595548629761,0.6414965986394557,,,,>30
RQ1_20260914T175757Z,normal,Q015,shifted,baseline,4,M062224,0.9997442960739136,0.7972789115646258,,,,>30
RQ1_20260914T175757Z,normal,Q015,shifted,baseline,5,M049542,0.9994049072265625,0.8299319727891156,,,,NO
RQ1_20260914T175757Z,normal,Q015,shifted,sacr,1,M051010,1.0,0.9659863945578231,1.0,1.0,1.0,>30
RQ1_20260914T175757Z,normal,Q015,shifted,sacr,2,M101026,0.9993199110031128,0.7585034013605443,0.9982142857142857,1.0,0.9991455078125,<30
RQ1_20260914T175757Z,normal,Q015,shifted,sacr,3,M075258,0.9991916418075562,0.927891156462585,0.993552344601963,1.0,0.9979031085968018,NO
RQ1_20260914T175757Z,normal,Q015,shifted,sacr,4,M063219,0.9991055727005005,0.7972789115646258,0.9931570338058887,1.0,0.9977525472640991,NO
RQ1_20260914T175757Z,normal,Q015,shifted,sacr,5,M098760,0.9993159770965576,0.9306122448979591,0.9910714285714286,1.0,0.9973574876785278,NO
RQ1_20260914T175757Z,normal,Q016,base,baseline,1,M026665,1.0,1.0,,,,NO
RQ1_20260914T175757Z,normal,Q016,base,baseline,2,M101596,0.9998520016670227,0.5559434300035804,,,,>30
RQ1_20260914T175757Z,normal,Q016,base,baseline,3,M100017,0.9998520016670227,0.8552631578947368,,,,>30
RQ1_20260914T175757Z,normal,Q016,base,baseline,4,M089155,0.9997481107711792,0.8503401360544218,,,,NO
RQ1_20260914T175757Z,normal,Q016,base,baseline,5,M093126,0.9997217655181885,0.9578231292517007,,,,>30
RQ1_20260914T175757Z,normal,Q016,base,sacr,1,M026665,1.0,1.0,1.0,1.0,1.0,NO
RQ1_20260914T175757Z,normal,Q016,base,sacr,2,M087806,0.9994206428527832,0.8571428571428571,0.9960332606324973,1.0,0.998660683631897,>30
RQ1_20260914T175757Z,normal,Q016,base,sacr,3,M068757,0.9996577501296997,0.8122448979591838,0.9946428571428572,1.0,0.9984554052352905,NO
RQ1_20260914T175757Z,normal,Q016,base,sacr,4,M070107,0.9994356632232666,0.8435374149659864,0.993552344601963,1.0,0.9980494976043701,>30
RQ1_20260914T175757Z,normal,Q016,base,sacr,5,M089155,0.9997481107711792,0.8503401360544218,0.9910714285714286,1.0,0.9976167678833008,NO
RQ1_20260914T175757Z,normal,Q016,shifted,baseline,1,M026665,1.0,0.849624060150376,,,,NO
RQ1_20260914T175757Z,normal,Q016,shifted,baseline,2,M101596,0.9998520016670227,0.5521840315073397,,,,>30
RQ1_20260914T175757Z,normal,Q016,shifted,baseline,3,M100017,0.9998520016670227,0.7086466165413533,,,,>30
RQ1_20260914T175757Z,normal,Q016,shifted,baseline,4,M089155,0.9997481107711792,0.6999641962047978,,,,NO
RQ1_20260914T175757Z,normal,Q016,shifted,baseline,5,M093126,0.9997217655181885,0.8074471894020767,,,,>30
RQ1_20260914T175757Z,normal,Q016,shifted,sacr,1,M026665,1.0,0.849624060150376,1.0,1.0,1.0,NO
RQ1_20260914T175757Z,normal,Q016,shifted,sacr,2,M087806,0.9994206428527832,0.7067669172932332,0.9960332606324973,1.0,0.998660683631897,>30
RQ1_20260914T175757Z,normal,Q016,shifted,sacr,3,M068757,0.9996577501296997,0.8047261009667025,0.9946428571428572,1.0,0.9984554052352905,NO
RQ1_20260914T175757Z,normal,Q016,shifted,sacr,4,M070107,0.9994356632232666,0.8360186179735053,0.993552344601963,1.0,0.9980494976043701,>30
RQ1_20260914T175757Z,normal,Q016,shifted,sacr,5,M065454,0.9994766712188721,0.849624060150376,0.9905806979280262,1.0,0.9973311424255371,NO
RQ1_20260914T175757Z,normal,Q017,base,baseline,1,M058435,1.000000238418579,0.9551020408163265,,,,NO
RQ1_20260914T175757Z,normal,Q017,base,baseline,2,M059516,0.9993190765380859,0.8020408163265307,,,,>30
RQ1_20260914T175757Z,normal,Q017,base,baseline,3,M015445,0.9992053508758545,0.8192087361260294,,,,>30
RQ1_20260914T175757Z,normal,Q017,base,baseline,4,M033117,0.9988183379173279,0.697278911564626,,,,NO
RQ1_20260914T175757Z,normal,Q017,base,baseline,5,M032277,0.9987816214561462,0.697278911564626,,,,NO
RQ1_20260914T175757Z,normal,Q017,base,sacr,1,M058435,1.000000238418579,0.9551020408163265,1.0,1.0,1.0000001192092896,NO
RQ1_20260914T175757Z,normal,Q017,base,sacr,2,M035900,0.9987359642982483,0.8050841389187254,0.97025627044711,1.0,0.9918056726455688,NO
RQ1_20260914T175757Z,normal,Q017,base,sacr,3,M044584,0.9985114336013794,0.8122448979591838,0.9606234096692111,1.0,0.9892627000808716,>30
RQ1_20260914T175757Z,normal,Q017,base,sacr,4,M052454,0.9986316561698914,0.8408163265306123,0.9545098984984481,1.0,0.9878065586090088,>30
RQ1_20260914T175757Z,normal,Q017,base,sacr,5,M059516,0.9993190765380859,0.8020408163265307,0.9459332969829154,1.0,0.9860748052597046,>30
RQ1_20260914T175757Z,normal,Q017,shifted,baseline,1,M058435,1.000000238418579,0.9591836734693878,,,,NO
RQ1_20260914T175757Z,normal,Q017,shifted,baseline,2,M059516,0.9993190765380859,0.8061224489795918,,,,>30
RQ1_20260914T175757Z,normal,Q017,shifted,baseline,3,M015445,0.9992053508758545,0.7851951306838524,,,,>30
RQ1_20260914T175757Z,normal,Q017,shifted,baseline,4,M033117,0.9988183379173279,0.6387755102040816,,,,NO
RQ1_20260914T175757Z,normal,Q017,shifted,baseline,5,M032277,0.9987816214561462,0.625170068027211,,,,NO
RQ1_20260914T175757Z,normal,Q017,shifted,sacr,1,M058435,1.000000238418579,0.9591836734693878,1.0,1.0,1.0000001192092896,NO
RQ1_20260914T175757Z,normal,Q017,shifted,sacr,2,M035900,0.9987359642982483,0.8091657715717867,0.97025627044711,1.0,0.9918056726455688,NO
RQ1_20260914T175757Z,normal,Q017,shifted,sacr,3,M044584,0.9985114336013794,0.8163265306122449,0.9606234096692111,1.0,0.9892627000808716,>30
RQ1_20260914T175757Z,normal,Q017,shifted,sacr,4,M052454,0.9986316561698914,0.7877551020408163,0.9545098984984481,1.0,0.9878065586090088,>30
RQ1_20260914T175757Z,normal,Q017,shifted,sacr,5,M059516,0.9993190765380859,0.8061224489795918,0.9459332969829154,1.0,0.9860748052597046,>30
RQ1_20260914T175757Z,normal,Q018,base,baseline,1,M050950,1.0000001192092896,0.9619047619047619,,,,NO
RQ1_20260914T175757Z,normal,Q018,base,baseline,2,M070554,0.999678373336792,0.819047619047619,,,,NO
RQ1_20260914T175757Z,normal,Q018,base,baseline,3,M047611,0.999678373336792,0.9714285714285714,,,,NO
RQ1_20260914T175757Z,normal,Q018,base,baseline,4,M098700,0.9996720552444458,0.6666666666666667,,,,NO
RQ1_20260914T175757Z,normal,Q018,base,baseline,5,M098905,0.9995009303092957,0.819047619047619,,,,NO
RQ1_20260914T175757Z,normal,Q018,base,sacr,1,M050950,1.0000001192092896,0.9619047619047619,1.0,1.0,1.0000001192092896,NO
RQ1_20260914T175757Z,normal,Q018,base,sacr,2,M070554,0.999678373336792,0.819047619047619,0.9892857142857142,1.0,0.9971284866333008,NO
RQ1_20260914T175757Z,normal,Q018,base,sacr,3,M047611,0.999678373336792,0.9714285714285714,0.9892857142857142,1.0,0.9971284866333008,NO
RQ1_20260914T175757Z,normal,Q018,base,sacr,4,M100060,0.9984458684921265,0.7993197278911566,0.974618320610687,1.0,0.9927221536636353,NO
RQ1_20260914T175757Z,normal,Q018,base,sacr,5,M052330,0.9986474514007568,0.8095238095238095,0.9604416575790621,1.0,0.989298939704895,NO
RQ1_20260914T175757Z,normal,Q018,shifted,baseline,1,M050950,1.0000001192092896,0.9791979949874686,,,,NO
RQ1_20260914T175757Z,normal,Q018,shifted,baseline,2,M070554,0.999678373336792,0.8363408521303258,,,,NO
RQ1_20260914T175757Z,normal,Q018,shifted,baseline,3,M047611,0.999678373336792,0.9696741854636591,,,,NO
RQ1_20260914T175757Z,normal,Q018,shifted,baseline,4,M098700,0.9996720552444458,0.7030075187969924,,,,NO
RQ1_20260914T175757Z,normal,Q018,shifted,baseline,5,M098905,0.9995009303092957,0.8363408521303258,,,,NO
RQ1_20260914T175757Z,normal,Q018,shifted,sacr,1,M050950,1.0000001192092896,0.9791979949874686,1.0,1.0,1.0000001192092896,NO
RQ1_20260914T175757Z,normal,Q018,shifted,sacr,2,M070554,0.999678373336792,0.8363408521303258,0.9892857142857142,1.0,0.9971284866333008,NO
RQ1_20260914T175757Z,normal,Q018,shifted,sacr,3,M047611,0.999678373336792,0.9696741854636591,0.9892857142857142,1.0,0.9971284866333008,NO
RQ1_20260914T175757Z,normal,Q018,shifted,sacr,4,M100060,0.9984458684921265,0.8356605800214822,0.974618320610687,1.0,0.9927221536636353,NO
RQ1_20260914T175757Z,normal,Q018,shifted,sacr,5,M098989,0.9990231990814209,0.7030075187969924,0.9663758633224281,1.0,0.991007924079895,NO
RQ1_20260914T175757Z,normal,Q019,base,baseline,1,M046472,0.9999999403953552,0.8571428571428571,,,,<30
RQ1_20260914T175757Z,normal,Q019,base,baseline,2,M044611,0.9980992674827576,0.8571428571428571,,,,>30
RQ1_20260914T175757Z,normal,Q019,base,baseline,3,M042091,0.9978277683258057,0.5646258503401361,,,,NO
RQ1_20260914T175757Z,normal,Q019,base,baseline,4,M009259,0.9977409243583679,0.545578231292517,,,,>30
RQ1_20260914T175757Z,normal,Q019,base,baseline,5,M033266,0.9973161220550537,0.8122448979591838,,,,NO
RQ1_20260914T175757Z,normal,Q019,base,sacr,1,M046472,0.9999999403953552,0.8571428571428571,1.0,1.0,1.0,<30
RQ1_20260914T175757Z,normal,Q019,base,sacr,2,M026024,0.996228039264679,0.7931972789115646,0.9349152755641306,1.0,0.9814656972885132,<30
RQ1_20260914T175757Z,normal,Q019,base,sacr,3,M011751,0.9952418804168701,0.8571428571428571,0.8281058636020469,1.0,0.9541716575622559,<30
RQ1_20260914T175757Z,normal,Q019,base,sacr,4,M026470,0.9966747760772705,0.8122448979591838,0.8172619047619047,1.0,0.9523203372955322,NO
RQ1_20260914T175757Z,normal,Q019,base,sacr,5,M029073,0.9952285885810852,0.819047619047619,0.8100694153175069,1.0,0.9496544599533081,<30
RQ1_20260914T175757Z,normal,Q019,shifted,baseline,1,M046472,0.9999999403953552,0.979591836734694,,,,<30
RQ1_20260914T175757Z,normal,Q019,shifted,baseline,2,M044611,0.9980992674827576,0.8367346938775511,,,,>30
RQ1_20260914T175757Z,normal,Q019,shifted,baseline,3,M042091,0.9978277683258057,0.5442176870748299,,,,NO
RQ1_20260914T175757Z,normal,Q019,shifted,baseline,4,M009259,0.9977409243583679,0.5251700680272109,,,,>30
RQ1_20260914T175757Z,normal,Q019,shifted,baseline,5,M033266,0.9973161220550537,0.7918367346938775,,,,NO
RQ1_20260914T175757Z,normal,Q019,shifted,sacr,1,M046472,0.9999999403953552,0.979591836734694,1.0,1.0,1.0,<30
RQ1_20260914T175757Z,normal,Q019,shifted,sacr,2,M026024,0.996228039264679,0.7727891156462584,0.9349152755641306,1.0,0.9814656972885132,<30
RQ1_20260914T175757Z,normal,Q019,shifted,sacr,3,M011751,0.9952418804168701,0.8367346938775511,0.8281058636020469,1.0,0.9541716575622559,<30
RQ1_20260914T175757Z,normal,Q019,shifted,sacr,4,M026470,0.9966747760772705,0.7918367346938775,0.8172619047619047,1.0,0.9523203372955322,NO
RQ1_20260914T175757Z,normal,Q019,shifted,sacr,5,M066113,0.9965524673461914,0.8367346938775511,0.7972740681710148,1.0,0.9472500085830688,>30
RQ1_20260914T175757Z,normal,Q020,base,baseline,1,M048011,1.0,0.8408163265306123,,,,>30
RQ1_20260914T175757Z,normal,Q020,base,baseline,2,M080721,0.9993281364440918,0.545578231292517,,,,NO
RQ1_20260914T175757Z,normal,Q020,base,baseline,3,M069109,0.9990991950035095,0.9482993197278912,,,,NO
RQ1_20260914T175757Z,normal,Q020,base,baseline,4,M035935,0.9989986419677734,0.6727891156462585,,,,>30
RQ1_20260914T175757Z,normal,Q020,base,baseline,5,M064735,0.9988635778427124,0.8469387755102041,,,,NO
RQ1_20260914T175757Z,normal,Q020,base,sacr,1,M048011,1.0,0.8408163265306123,1.0,1.0,1.0,>30
RQ1_20260914T175757Z,normal,Q020,base,sacr,2,M069109,0.9990991950035095,0.9482993197278912,0.9806570338058888,1.0,0.9946237802505493,NO
RQ1_20260914T175757Z,normal,Q020,base,sacr,3,M033563,0.9956273436546326,0.8476190476190476,0.9691772921734755,1.0,0.9896707534790039,>30
RQ1_20260914T175757Z,normal,Q020,base,sacr,4,M061337,0.9985913038253784,0.7056032939491585,0.9560568884042165,1.0,0.9881690740585327,NO
RQ1_20260914T175757Z,normal,Q020,base,sacr,5,M064735,0.9988635778427124,0.8469387755102041,0.943452380952381,1.0,0.9851812124252319,NO
RQ1_20260914T175757Z,normal,Q020,shifted,baseline,1,M048011,1.0,0.7687074829931974,,,,>30
RQ1_20260914T175757Z,normal,Q020,shifted,baseline,2,M080721,0.9993281364440918,0.5115646258503401,,,,NO
RQ1_20260914T175757Z,normal,Q020,shifted,baseline,3,M069109,0.9990991950035095,0.8231292517006803,,,,NO
RQ1_20260914T175757Z,normal,Q020,shifted,baseline,4,M035935,0.9989986419677734,0.6768707482993197,,,,>30
RQ1_20260914T175757Z,normal,Q020,shifted,baseline,5,M064735,0.9988635778427124,0.7748299319727892,,,,NO
RQ1_20260914T175757Z,normal,Q020,shifted,sacr,1,M048011,1.0,0.7687074829931974,1.0,1.0,1.0,>30
RQ1_20260914T175757Z,normal,Q020,shifted,sacr,2,M069109,0.9990991950035095,0.8231292517006803,0.9806570338058888,1.0,0.9946237802505493,NO
RQ1_20260914T175757Z,normal,Q020,shifted,sacr,3,M055358,0.995281457901001,0.7891156462585034,0.9740552386544753,1.0,0.9906827211380005,NO
RQ1_20260914T175757Z,normal,Q020,shifted,sacr,4,M033563,0.9956273436546326,0.7755102040816327,0.9691772921734755,1.0,0.9896707534790039,>30
RQ1_20260914T175757Z,normal,Q020,shifted,sacr,5,M064735,0.9988635778427124,0.7748299319727892,0.943452380952381,1.0,0.9851812124252319,NO
RQ1_20260914T175757Z,shuffled,Q001,base,baseline,1,M035956,1.0,0.6761904761904762,,,,NO
RQ1_20260914T175757Z,shuffled,Q001,base,baseline,2,M026240,0.9994783997535706,0.9482993197278912,,,,<30
RQ1_20260914T175757Z,shuffled,Q001,base,baseline,3,M035537,0.9994309544563293,0.8380952380952381,,,,NO
RQ1_20260914T175757Z,shuffled,Q001,base,baseline,4,M004745,0.9992327690124512,0.6761904761904762,,,,>30
RQ1_20260914T175757Z,shuffled,Q001,base,baseline,5,M027507,0.9991887807846069,0.7047619047619048,,,,>30
RQ1_20260914T175757Z,shuffled,Q001,base,sacr,1,M028549,0.9981349110603333,0.8156462585034013,0.9807776193272376,1.0,0.9940752983093262,>30
RQ1_20260914T175757Z,shuffled,Q001,base,sacr,2,M035537,0.9994309544563293,0.8380952380952381,0.9744138495092693,1.0,0.9932620525360107,NO
RQ1_20260914T175757Z,shuffled,Q001,base,sacr,3,M032957,0.9983353018760681,0.9904761904761905,0.96197571512457,1.0,0.9894951581954956,NO
RQ1_20260914T175757Z,shuffled,Q001,base,sacr,4,M025421,0.9980544447898865,0.819047619047619,0.9598901098901099,1.0,0.9888051748275757,NO
RQ1_20260914T175757Z,shuffled,Q001,base,sacr,5,M028434,0.9981405138969421,0.7047619047619048,0.951465900511702,1.0,0.9867508411407471,NO
RQ1_20260914T175757Z,shuffled,Q001,shifted,baseline,1,M035956,1.0,0.6353741496598639,,,,NO
RQ1_20260914T175757Z,shuffled,Q001,shifted,baseline,2,M026240,0.9994783997535706,0.9346938775510204,,,,<30
RQ1_20260914T175757Z,shuffled,Q001,shifted,baseline,3,M035537,0.9994309544563293,0.7972789115646258,,,,NO
RQ1_20260914T175757Z,shuffled,Q001,shifted,baseline,4,M004745,0.9992327690124512,0.6353741496598639,,,,>30
RQ1_20260914T175757Z,shuffled,Q001,shifted,baseline,5,M027507,0.9991887807846069,0.6639455782312925,,,,>30
RQ1_20260914T175757Z,shuffled,Q001,shifted,sacr,1,M028549,0.9981349110603333,0.7748299319727892,0.9807776193272376,1.0,0.9940752983093262,>30
RQ1_20260914T175757Z,shuffled,Q001,shifted,sacr,2,M035537,0.9994309544563293,0.7972789115646258,0.9744138495092693,1.0,0.9932620525360107,NO
RQ1_20260914T175757Z,shuffled,Q001,shifted,sacr,3,M032957,0.9983353018760681,0.9496598639455783,0.96197571512457,1.0,0.9894951581954956,NO
RQ1_20260914T175757Z,shuffled,Q001,shifted,sacr,4,M025421,0.9980544447898865,0.7782312925170068,0.9598901098901099,1.0,0.9888051748275757,NO
RQ1_20260914T175757Z,shuffled,Q001,shifted,sacr,5,M028132,0.9980447292327881,0.7748299319727892,0.9427418001845481,1.0,0.9845123291015625,>30
RQ1_20260914T175757Z,shuffled,Q002,base,baseline,1,M060927,1.0,0.8285714285714285,,,,NO
RQ1_20260914T175757Z,shuffled,Q002,base,baseline,2,M085993,0.9992295503616333,0.5600250626566415,,,,NO
