memory_id,retrieval_count,positive_feedback_count,neutral_feedback_count,negative_feedback_count,average_utility,quality_score,quarantined,quarantine_reason,downgraded
M088072,1,1,0,0,1.0,0.6,False,,False
M095800,1,0,1,0,0.0,0.5,False,,False
M099688,1,1,0,0,1.0,0.6,False,,False
M080784,1,1,0,0,1.0,0.6,False,,False
M060522,1,1,0,0,1.0,0.6,False,,False
M087235,1,1,0,0,1.0,0.6,False,,False
M030659,1,1,0,0,1.0,0.6,False,,False
M013542,1,0,1,0,0.0,0.5,False,,False
M028956,1,1,0,0,1.0,0.6,False,,False
M081948,1,0,1,0,0.0,0.5,False,,False
M031367,1,1,0,0,1.0,0.6,False,,False
M017327,1,1,0,0,1.0,0.6,False,,False
M016457,1,1,0,0,1.0,0.6,False,,False
M035844,1,1,0,0,1.0,0.6,False,,False
M027778,1,1,0,0,1.0,0.6,False,,False
M026127,1,1,0,0,1.0,0.6,False,,False
M041331,1,1,0,0,1.0,0.6,False,,False
M101377,1,0,0,1,-1.0,0.4,False,,False
M096948,1,1,0,0,1.0,0.6,False,,False
M003049,1,0,0,1,-1.0,0.4,False,,False
M060964,1,1,0,0,1.0,0.6,False,,False
M087679,1,1,0,0,1.0,0.6,False,,False
M100917,1,1,0,0,1.0,0.6,False,,False
M019240,1,0,1,0,0.0,0.5,False,,False
M099208,1,1,0,0,1.0,0.6,False,,False
M067004,1,0,1,0,0.0,0.5,False,,False
M035832,1,0,1,0,0.0,0.5,False,,False
M093556,1,0,1,0,0.0,0.5,False,,False
M046334,1,1,0,0,1.0,0.6,False,,False
M034812,1,1,0,0,1.0,0.6,False,,False
M003030,1,0,1,0,0.0,0.5,False,,False
M037792,1,1,0,0,1.0,0.6,False,,False
M015467,1,0,1,0,0.0,0.5,False,,False
M007997,1,0,1,0,0.0,0.5,False,,False
M056678,1,0,1,0,0.0,0.5,False,,False
M010415,1,0,0,1,-1.0,0.4,False,,False
M045752,1,1,0,0,1.0,0.6,False,,False
M053405,1,1,0,0,1.0,0.6,False,,False
M039280,1,0,1,0,0.0,0.5,False,,False
M000780,1,0,1,0,0.0,0.5,False,,False
M037262,1,0,1,0,0.0,0.5,False,,False
M034658,1,0,1,0,0.0,0.5,False,,False
M047711,2,2,0,0,1.0,0.7,False,,False
M063974,2,2,0,0,1.0,0.7,False,,False
M096498,2,2,0,0,1.0,0.7,False,,False
M092536,1,1,0,0,1.0,0.6,False,,False
M059402,1,0,0,1,-1.0,0.4,False,,False
M005956,1,0,0,1,-1.0,0.4,False,,False
M076928,1,1,0,0,1.0,0.6,False,,False
M046749,1,1,0,0,1.0,0.6,False,,False
M045632,1,1,0,0,1.0,0.6,False,,False
M017700,1,0,1,0,0.0,0.5,False,,False
M009915,1,0,1,0,0.0,0.5,False,,False
M004831,1,1,0,0,1.0,0.6,False,,False
M058351,1,0,1,0,0.0,0.5,False,,False
M019218,1,1,0,0,1.0,0.6,False,,False
M010725,1,1,0,0,1.0,0.6,False,,False
M065724,1,1,0,0,1.0,0.6,False,,False
M017031,1,0,0,1,-1.0,0.4,False,,False
M089968,1,1,0,0,1.0,0.6,False,,False
M087560,1,1,0,0,1.0,0.6,False,,False
M021892,1,1,0,0,1.0,0.6,False,,False
M040532,1,1,0,0,1.0,0.6,False,,False
M005196,1,0,1,0,0.0,0.5,False,,False
M050970,1,1,0,0,1.0,0.6,False,,False
M021628,1,1,0,0,1.0,0.6,False,,False
M031988,1,0,1,0,0.0,0.5,False,,False
M043880,1,0,1,0,0.0,0.5,False,,False
M029481,1,0,0,1,-1.0,0.4,False,,False
M038822,1,0,0,1,-1.0,0.4,False,,False
M062651,1,1,0,0,1.0,0.6,False,,False
M085711,1,1,0,0,1.0,0.6,False,,False
M071021,1,1,0,0,1.0,0.6,False,,False
M059893,1,1,0,0,1.0,0.6,False,,False
M052839,1,0,1,0,0.0,0.5,False,,False
M095815,1,0,1,0,0.0,0.5,False,,False
M066223,1,1,0,0,1.0,0.6,False,,False
M065268,1,1,0,0,1.0,0.6,False,,False
M062696,1,0,1,0,0.0,0.5,False,,False
M048064,1,0,1,0,0.0,0.5,False,,False
M056334,1,0,1,0,0.0,0.5,False,,False
M066329,1,0,1,0,0.0,0.5,False,,False
M050769,1,1,0,0,1.0,0.6,False,,False
M065346,1,0,1,0,0.0,0.5,False,,False
M049423,1,0,0,1,-1.0,0.4,False,,False
M058690,1,1,0,0,1.0,0.6,False,,False
M068060,1,1,0,0,1.0,0.6,False,,False
M009931,1,0,1,0,0.0,0.5,False,,False
M045863,1,0,1,0,0.0,0.5,False,,False
M018009,1,0,1,0,0.0,0.5,False,,False
M080793,1,0,1,0,0.0,0.5,False,,False
M095053,1,1,0,0,1.0,0.6,False,,False
M063078,1,1,0,0,1.0,0.6,False,,False
M077359,1,0,1,0,0.0,0.5,False,,False
M086255,1,0,0,1,-1.0,0.4,False,,False
M063111,1,0,0,1,-1.0,0.4,False,,False
M054358,1,0,1,0,0.0,0.5,False,,False
M009613,1,1,0,0,1.0,0.6,False,,False
M000869,1,0,1,0,0.0,0.5,False,,False
M088678,1,1,0,0,1.0,0.6,False,,False
M070242,1,0,1,0,0.0,0.5,False,,False
M048549,1,0,1,0,0.0,0.5,False,,False
M048680,1,0,0,1,-1.0,0.4,False,,False
M063939,1,1,0,0,1.0,0.6,False,,False
M052425,1,1,0,0,1.0,0.6,False,,False
M046147,1,0,1,0,0.0,0.5,False,,False
M053854,1,0,1,0,0.0,0.5,False,,False
M001393,1,1,0,0,1.0,0.6,False,,False
M025639,1,0,1,0,0.0,0.5,False,,False
M055077,1,1,0,0,1.0,0.6,False,,False
M030466,1,0,0,1,-1.0,0.4,False,,False
M100408,1,1,0,0,1.0,0.6,False,,False
M043885,1,1,0,0,1.0,0.6,False,,False
M094055,1,1,0,0,1.0,0.6,False,,False
M094930,1,1,0,0,1.0,0.6,False,,False
M085382,1,0,1,0,0.0,0.5,False,,False
M096884,1,0,1,0,0.0,0.5,False,,False
M048471,1,0,1,0,0.0,0.5,False,,False
M046806,1,0,1,0,0.0,0.5,False,,False
M082266,1,1,0,0,1.0,0.6,False,,False
M061961,1,0,0,1,-1.0,0.4,False,,False
M046805,1,1,0,0,1.0,0.6,False,,False
M048118,1,0,1,0,0.0,0.5,False,,False
M087662,1,0,1,0,0.0,0.5,False,,False
M045797,1,0,0,1,-1.0,0.4,False,,False
M099816,1,1,0,0,1.0,0.6,False,,False
M074276,1,0,0,1,-1.0,0.4,False,,False
M050995,1,1,0,0,1.0,0.6,False,,False
M078002,1,0,1,0,0.0,0.5,False,,False
M092131,1,0,1,0,0.0,0.5,False,,False
M092625,1,1,0,0,1.0,0.6,False,,False
M014130,1,1,0,0,1.0,0.6,False,,False
M047432,1,0,1,0,0.0,0.5,False,,False
M018045,1,1,0,0,1.0,0.6,False,,False
M060264,1,0,1,0,0.0,0.5,False,,False
M031221,1,0,1,0,0.0,0.5,False,,False
M045850,1,0,1,0,0.0,0.5,False,,False
M060696,1,0,1,0,0.0,0.5,False,,False
M053045,1,0,1,0,0.0,0.5,False,,False
M016149,1,0,1,0,0.0,0.5,False,,False
M057646,1,0,1,0,0.0,0.5,False,,False
M048357,1,1,0,0,1.0,0.6,False,,False
M064294,1,1,0,0,1.0,0.6,False,,False
M063854,1,1,0,0,1.0,0.6,False,,False
M048499,1,0,1,0,0.0,0.5,False,,False
M054336,1,0,0,1,-1.0,0.4,False,,False
M100751,1,0,1,0,0.0,0.5,False,,False
M077673,1,0,1,0,0.0,0.5,False,,False
M056666,1,0,1,0,0.0,0.5,False,,False
M067520,1,0,1,0,0.0,0.5,False,,False
M050679,1,1,0,0,1.0,0.6,False,,False
M046314,1,1,0,0,1.0,0.6,False,,False
M057000,1,0,1,0,0.0,0.5,False,,False
M055902,1,0,0,1,-1.0,0.4,False,,False
M052067,1,0,1,0,0.0,0.5,False,,False
M057847,1,1,0,0,1.0,0.6,False,,False
M027380,1,1,0,0,1.0,0.6,False,,False
M077471,1,1,0,0,1.0,0.6,False,,False
M039246,1,0,1,0,0.0,0.5,False,,False
M001841,1,1,0,0,1.0,0.6,False,,False
M033008,1,0,1,0,0.0,0.5,False,,False
M076158,1,1,0,0,1.0,0.6,False,,False
M046421,1,1,0,0,1.0,0.6,False,,False
M022924,1,1,0,0,1.0,0.6,False,,False
M070041,1,1,0,0,1.0,0.6,False,,False
M046212,1,1,0,0,1.0,0.6,False,,False
M050045,1,0,1,0,0.0,0.5,False,,False
M007238,1,1,0,0,1.0,0.6,False,,False
M094082,1,1,0,0,1.0,0.6,False,,False
M093295,1,0,0,1,-1.0,0.4,False,,False
M095467,1,1,0,0,1.0,0.6,False,,False
M063275,1,0,0,1,-1.0,0.4,False,,False
M019565,1,1,0,0,1.0,0.6,False,,False
M021645,1,1,0,0,1.0,0.6,False,,False
M012396,1,1,0,0,1.0,0.6,False,,False
M035908,1,1,0,0,1.0,0.6,False,,False
M027056,1,1,0,0,1.0,0.6,False,,False
M063931,1,1,0,0,1.0,0.6,False,,False
M027601,1,1,0,0,1.0,0.6,False,,False
M077585,1,0,0,1,-1.0,0.4,False,,False
M026090,1,1,0,0,1.0,0.6,False,,False
M047355,1,1,0,0,1.0,0.6,False,,False
M085407,1,1,0,0,1.0,0.6,False,,False
M016918,1,1,0,0,1.0,0.6,False,,False
M065004,1,1,0,0,1.0,0.6,False,,False
M075397,1,1,0,0,1.0,0.6,False,,False
M070600,1,0,0,1,-1.0,0.4,False,,False
M042015,1,0,1,0,0.0,0.5,False,,False
M059691,1,0,0,1,-1.0,0.4,False,,False
M083837,1,0,1,0,0.0,0.5,False,,False
M080349,1,0,0,1,-1.0,0.4,False,,False
M045774,1,0,1,0,0.0,0.5,False,,False
M052870,1,1,0,0,1.0,0.6,False,,False
M096890,1,1,0,0,1.0,0.6,False,,False
M047760,1,1,0,0,1.0,0.6,False,,False
M080291,1,0,0,1,-1.0,0.4,False,,False
M101321,1,1,0,0,1.0,0.6,False,,False
M067921,1,0,1,0,0.0,0.5,False,,False
M018213,1,0,1,0,0.0,0.5,False,,False
M034071,1,0,1,0,0.0,0.5,False,,False
M017507,1,0,0,1,-1.0,0.4,False,,False
M065836,1,0,0,1,-1.0,0.4,False,,False
M020368,1,0,1,0,0.0,0.5,False,,False
M026270,1,1,0,0,1.0,0.6,False,,False
M037317,1,0,1,0,0.0,0.5,False,,False
M041253,1,0,1,0,0.0,0.5,False,,False
M045975,1,1,0,0,1.0,0.6,False,,False
M011222,1,0,1,0,0.0,0.5,False,,False
M080888,1,0,1,0,0.0,0.5,False,,False
M023794,1,1,0,0,1.0,0.6,False,,False
M019268,1,1,0,0,1.0,0.6,False,,False
M055048,1,0,0,1,-1.0,0.4,False,,False
M071157,1,1,0,0,1.0,0.6,False,,False
M075256,1,0,1,0,0.0,0.5,False,,False
M074559,1,1,0,0,1.0,0.6,False,,False
M057128,1,1,0,0,1.0,0.6,False,,False
M038068,1,0,1,0,0.0,0.5,False,,False
M047403,1,0,1,0,0.0,0.5,False,,False
M049372,1,0,1,0,0.0,0.5,False,,False
M059501,1,0,1,0,0.0,0.5,False,,False
M031288,1,1,0,0,1.0,0.6,False,,False
M033694,1,1,0,0,1.0,0.6,False,,False
M045913,1,0,1,0,0.0,0.5,False,,False
M073806,1,1,0,0,1.0,0.6,False,,False
M077133,1,0,1,0,0.0,0.5,False,,False
M090574,1,1,0,0,1.0,0.6,False,,False
M069248,1,1,0,0,1.0,0.6,False,,False
M079447,1,1,0,0,1.0,0.6,False,,False
M065107,1,1,0,0,1.0,0.6,False,,False
M017001,1,1,0,0,1.0,0.6,False,,False
M004585,1,1,0,0,1.0,0.6,False,,False
M052811,1,1,0,0,1.0,0.6,False,,False
M009836,1,0,1,0,0.0,0.5,False,,False
M076212,1,1,0,0,1.0,0.6,False,,False
M082798,1,1,0,0,1.0,0.6,False,,False
M088221,1,1,0,0,1.0,0.6,False,,False
M091908,1,1,0,0,1.0,0.6,False,,False
M054034,1,1,0,0,1.0,0.6,False,,False
M069690,1,0,0,1,-1.0,0.4,False,,False
M003346,1,1,0,0,1.0,0.6,False,,False
M014142,1,0,1,0,0.0,0.5,False,,False
M003029,1,0,1,0,0.0,0.5,False,,False
M037651,1,1,0,0,1.0,0.6,False,,False
M051561,1,0,1,0,0.0,0.5,False,,False
M071284,1,0,0,1,-1.0,0.4,False,,False
M084193,1,1,0,0,1.0,0.6,False,,False
M090886,1,1,0,0,1.0,0.6,False,,False
M051578,1,0,1,0,0.0,0.5,False,,False
M067408,1,1,0,0,1.0,0.6,False,,False
M050985,1,0,1,0,0.0,0.5,False,,False
M056086,1,1,0,0,1.0,0.6,False,,False
M070773,1,1,0,0,1.0,0.6,False,,False
M064961,1,0,1,0,0.0,0.5,False,,False
M020935,1,1,0,0,1.0,0.6,False,,False
M081874,1,1,0,0,1.0,0.6,False,,False
M005277,1,1,0,0,1.0,0.6,False,,False
M029079,1,1,0,0,1.0,0.6,False,,False
M009800,1,0,1,0,0.0,0.5,False,,False
M101318,1,1,0,0,1.0,0.6,False,,False
M084071,1,1,0,0,1.0,0.6,False,,False
M080618,1,1,0,0,1.0,0.6,False,,False
M040563,1,1,0,0,1.0,0.6,False,,False
M066713,1,1,0,0,1.0,0.6,False,,False
M072483,1,1,0,0,1.0,0.6,False,,False
M010830,1,1,0,0,1.0,0.6,False,,False
M074812,1,1,0,0,1.0,0.6,False,,False
M096475,1,0,1,0,0.0,0.5,False,,False
M066617,1,0,1,0,0.0,0.5,False,,False
M076104,1,0,1,0,0.0,0.5,False,,False
M082984,1,1,0,0,1.0,0.6,False,,False
M055479,1,1,0,0,1.0,0.6,False,,False
M078927,1,1,0,0,1.0,0.6,False,,False
M049747,1,0,1,0,0.0,0.5,False,,False
M022692,2,0,2,0,0.0,0.5,False,,False
M023959,2,2,0,0,1.0,0.7,False,,False
M061083,1,1,0,0,1.0,0.6,False,,False
M002354,1,0,1,0,0.0,0.5,False,,False
M009142,1,1,0,0,1.0,0.6,False,,False
M045939,1,0,1,0,0.0,0.5,False,,False
M061328,1,0,1,0,0.0,0.5,False,,False
M069554,1,1,0,0,1.0,0.6,False,,False
M081770,1,0,1,0,0.0,0.5,False,,False
M088263,1,1,0,0,1.0,0.6,False,,False
M083288,1,1,0,0,1.0,0.6,False,,False
M035632,1,1,0,0,1.0,0.6,False,,False
M069999,1,1,0,0,1.0,0.6,False,,False
M065383,1,1,0,0,1.0,0.6,False,,False
M056472,1,1,0,0,1.0,0.6,False,,False
M033056,1,0,0,1,-1.0,0.4,False,,False
M064455,2,2,0,0,1.0,0.7,False,,False
M052817,1,0,1,0,0.0,0.5,False,,False
M040100,1,0,0,1,-1.0,0.4,False,,False
M052982,2,2,0,0,1.0,0.7,False,,False
M039699,1,0,1,0,0.0,0.5,False,,False
M073722,1,1,0,0,1.0,0.6,False,,False
M070898,1,1,0,0,1.0,0.6,False,,False
M078513,1,1,0,0,1.0,0.6,False,,False
M062259,1,0,1,0,0.0,0.5,False,,False
M027223,1,1,0,0,1.0,0.6,False,,False
M001521,1,0,1,0,0.0,0.5,False,,False
M062596,1,0,1,0,0.0,0.5,False,,False
M047855,1,1,0,0,1.0,0.6,False,,False
M056735,1,0,1,0,0.0,0.5,False,,False
M050867,1,1,0,0,1.0,0.6,False,,False
M065905,1,0,1,0,0.0,0.5,False,,False
M057819,1,0,1,0,0.0,0.5,False,,False
M091918,1,0,1,0,0.0,0.5,False,,False
M087581,1,1,0,0,1.0,0.6,False,,False
M098952,1,0,1,0,0.0,0.5,False,,False
M063464,1,1,0,0,1.0,0.6,False,,False
M062346,1,1,0,0,1.0,0.6,False,,False
M011720,1,1,0,0,1.0,0.6,False,,False
M072219,1,1,0,0,1.0,0.6,False,,False
M073305,1,0,1,0,0.0,0.5,False,,False
M010003,1,1,0,0,1.0,0.6,False,,False
M010032,1,1,0,0,1.0,0.6,False,,False
M049221,1,0,1,0,0.0,0.5,False,,False
M014189,1,0,1,0,0.0,0.5,False,,False
M056151,1,1,0,0,1.0,0.6,False,,False
M016216,1,1,0,0,1.0,0.6,False,,False
M011471,1,0,0,1,-1.0,0.4,False,,False
M049793,1,0,1,0,0.0,0.5,False,,False
M080622,1,0,0,1,-1.0,0.4,False,,False
M052257,1,0,1,0,0.0,0.5,False,,False
M051455,1,1,0,0,1.0,0.6,False,,False
M057603,1,1,0,0,1.0,0.6,False,,False
M039855,1,0,0,1,-1.0,0.4,False,,False
M032877,1,0,1,0,0.0,0.5,False,,False
M053174,1,0,0,1,-1.0,0.4,False,,False
M076943,1,0,0,1,-1.0,0.4,False,,False
M078080,1,1,0,0,1.0,0.6,False,,False
M072879,1,0,1,0,0.0,0.5,False,,False
M024760,1,1,0,0,1.0,0.6,False,,False
M085835,1,1,0,0,1.0,0.6,False,,False
M037867,1,0,0,1,-1.0,0.4,False,,False
M043769,1,1,0,0,1.0,0.6,False,,False
M001397,1,0,1,0,0.0,0.5,False,,False
M042883,1,1,0,0,1.0,0.6,False,,False
M035869,1,0,1,0,0.0,0.5,False,,False
M099741,1,0,0,1,-1.0,0.4,False,,False
M047427,1,0,1,0,0.0,0.5,False,,False
M043926,1,0,1,0,0.0,0.5,False,,False
M075372,1,0,1,0,0.0,0.5,False,,False
M021968,1,1,0,0,1.0,0.6,False,,False
M075911,1,0,0,1,-1.0,0.4,False,,False
M101547,1,1,0,0,1.0,0.6,False,,False
M094628,1,1,0,0,1.0,0.6,False,,False
M063635,1,0,1,0,0.0,0.5,False,,False
M068847,1,0,0,1,-1.0,0.4,False,,False
M051919,1,0,0,1,-1.0,0.4,False,,False
M037219,1,1,0,0,1.0,0.6,False,,False
M081338,1,0,1,0,0.0,0.5,False,,False
M052300,1,0,1,0,0.0,0.5,False,,False
M021510,1,1,0,0,1.0,0.6,False,,False
M061247,1,1,0,0,1.0,0.6,False,,False
M042538,1,1,0,0,1.0,0.6,False,,False
M018222,1,1,0,0,1.0,0.6,False,,False
M043073,1,1,0,0,1.0,0.6,False,,False
M100309,1,1,0,0,1.0,0.6,False,,False
M097992,1,1,0,0,1.0,0.6,False,,False
M085441,1,1,0,0,1.0,0.6,False,,False
M071447,1,0,1,0,0.0,0.5,False,,False
M051943,1,1,0,0,1.0,0.6,False,,False
M051153,1,0,1,0,0.0,0.5,False,,False
M082145,1,1,0,0,1.0,0.6,False,,False
M013202,1,1,0,0,1.0,0.6,False,,False
M097521,1,1,0,0,1.0,0.6,False,,False
M068677,1,0,1,0,0.0,0.5,False,,False
M089047,1,1,0,0,1.0,0.6,False,,False
M055915,1,0,1,0,0.0,0.5,False,,False
M052449,1,1,0,0,1.0,0.6,False,,False
M049957,1,0,0,1,-1.0,0.4,False,,False
M098272,1,1,0,0,1.0,0.6,False,,False
M038130,1,1,0,0,1.0,0.6,False,,False
M062860,1,0,0,1,-1.0,0.4,False,,False
M063558,1,1,0,0,1.0,0.6,False,,False
M069396,1,0,1,0,0.0,0.5,False,,False
M067333,1,0,0,1,-1.0,0.4,False,,False
M060298,1,0,1,0,0.0,0.5,False,,False
M100455,1,1,0,0,1.0,0.6,False,,False
M063230,1,1,0,0,1.0,0.6,False,,False
M040481,1,0,1,0,0.0,0.5,False,,False
M098865,1,1,0,0,1.0,0.6,False,,False
M072863,1,0,1,0,0.0,0.5,False,,False
M002679,1,0,1,0,0.0,0.5,False,,False
M100845,1,0,1,0,0.0,0.5,False,,False
M005276,1,1,0,0,1.0,0.6,False,,False
M029335,1,0,1,0,0.0,0.5,False,,False
M002868,1,0,1,0,0.0,0.5,False,,False
M067936,1,1,0,0,1.0,0.6,False,,False
M018790,1,0,0,1,-1.0,0.4,False,,False
M058909,1,0,1,0,0.0,0.5,False,,False
M027954,1,0,1,0,0.0,0.5,False,,False
M097356,1,1,0,0,1.0,0.6,False,,False
M020883,1,1,0,0,1.0,0.6,False,,False
M070382,1,1,0,0,1.0,0.6,False,,False
M060982,1,1,0,0,1.0,0.6,False,,False
M039153,1,1,0,0,1.0,0.6,False,,False
M024968,1,1,0,0,1.0,0.6,False,,False
M077279,1,0,1,0,0.0,0.5,False,,False
M077459,1,0,1,0,0.0,0.5,False,,False
M027980,1,0,1,0,0.0,0.5,False,,False
M077119,1,0,1,0,0.0,0.5,False,,False
M057416,1,0,1,0,0.0,0.5,False,,False
M093586,1,1,0,0,1.0,0.6,False,,False
M098625,1,0,0,1,-1.0,0.4,False,,False
M056911,1,0,1,0,0.0,0.5,False,,False
M072215,1,1,0,0,1.0,0.6,False,,False
M067327,1,0,1,0,0.0,0.5,False,,False
M094961,1,1,0,0,1.0,0.6,False,,False
M093008,1,1,0,0,1.0,0.6,False,,False
M066963,2,2,0,0,1.0,0.7,False,,False
M050508,1,1,0,0,1.0,0.6,False,,False
M099671,1,1,0,0,1.0,0.6,False,,False
M100045,2,0,0,2,-1.0,0.30000000000000004,False,,True
M074245,1,1,0,0,1.0,0.6,False,,False
M084085,1,0,1,0,0.0,0.5,False,,False
M052438,1,1,0,0,1.0,0.6,False,,False
M093565,1,1,0,0,1.0,0.6,False,,False
M060995,1,1,0,0,1.0,0.6,False,,False
M093379,1,1,0,0,1.0,0.6,False,,False
M092707,1,1,0,0,1.0,0.6,False,,False
M085411,1,0,1,0,0.0,0.5,False,,False
M075635,1,0,1,0,0.0,0.5,False,,False
M078065,1,0,1,0,0.0,0.5,False,,False
M085068,1,0,0,1,-1.0,0.4,False,,False
M048012,1,0,1,0,0.0,0.5,False,,False
M029110,1,1,0,0,1.0,0.6,False,,False
M068390,1,0,1,0,0.0,0.5,False,,False
M086257,1,1,0,0,1.0,0.6,False,,False
M059560,1,0,1,0,0.0,0.5,False,,False
M070592,1,0,1,0,0.0,0.5,False,,False
M064554,1,1,0,0,1.0,0.6,False,,False
M057391,1,0,1,0,0.0,0.5,False,,False
M051131,1,1,0,0,1.0,0.6,False,,False
M082555,1,0,1,0,0.0,0.5,False,,False
M099132,1,0,1,0,0.0,0.5,False,,False
M019422,1,1,0,0,1.0,0.6,False,,False
M078899,1,1,0,0,1.0,0.6,False,,False
M020591,1,0,1,0,0.0,0.5,False,,False
M058255,1,1,0,0,1.0,0.6,False,,False
M056702,1,0,1,0,0.0,0.5,False,,False
M099077,1,0,1,0,0.0,0.5,False,,False
M083092,1,1,0,0,1.0,0.6,False,,False
M011265,1,0,1,0,0.0,0.5,False,,False
M007826,1,0,1,0,0.0,0.5,False,,False
M071620,1,0,1,0,0.0,0.5,False,,False
M001344,1,0,1,0,0.0,0.5,False,,False
M001748,1,0,1,0,0.0,0.5,False,,False
M027779,1,1,0,0,1.0,0.6,False,,False
M022391,1,1,0,0,1.0,0.6,False,,False
M067227,1,0,0,1,-1.0,0.4,False,,False
M078660,1,0,0,1,-1.0,0.4,False,,False
M093934,1,1,0,0,1.0,0.6,False,,False
M045723,1,1,0,0,1.0,0.6,False,,False
M065755,1,1,0,0,1.0,0.6,False,,False
M100316,1,1,0,0,1.0,0.6,False,,False
M045040,1,1,0,0,1.0,0.6,False,,False
M099975,1,1,0,0,1.0,0.6,False,,False
M059737,1,1,0,0,1.0,0.6,False,,False
M059387,1,0,0,1,-1.0,0.4,False,,False
M091872,1,0,1,0,0.0,0.5,False,,False
M066985,1,1,0,0,1.0,0.6,False,,False
M094419,1,1,0,0,1.0,0.6,False,,False
M076543,1,1,0,0,1.0,0.6,False,,False
M017495,1,1,0,0,1.0,0.6,False,,False
M057218,1,0,0,1,-1.0,0.4,False,,False
M060115,1,1,0,0,1.0,0.6,False,,False
M083112,1,1,0,0,1.0,0.6,False,,False
M061560,1,0,1,0,0.0,0.5,False,,False
M063371,1,0,1,0,0.0,0.5,False,,False
M006182,2,0,2,0,0.0,0.5,False,,False
M100197,1,0,1,0,0.0,0.5,False,,False
M076124,1,0,0,1,-1.0,0.4,False,,False
M085012,1,0,1,0,0.0,0.5,False,,False
M079867,1,0,1,0,0.0,0.5,False,,False
M044472,1,0,1,0,0.0,0.5,False,,False
M100429,1,1,0,0,1.0,0.6,False,,False
M075058,1,0,1,0,0.0,0.5,False,,False
M081704,1,0,0,1,-1.0,0.4,False,,False
M088665,1,1,0,0,1.0,0.6,False,,False
M006220,1,0,1,0,0.0,0.5,False,,False
M055128,1,1,0,0,1.0,0.6,False,,False
M065372,1,1,0,0,1.0,0.6,False,,False
M084121,1,1,0,0,1.0,0.6,False,,False
M074171,1,0,0,1,-1.0,0.4,False,,False
M083286,1,0,0,1,-1.0,0.4,False,,False
M016512,1,1,0,0,1.0,0.6,False,,False
M062052,1,0,1,0,0.0,0.5,False,,False
M082781,1,1,0,0,1.0,0.6,False,,False
M009153,1,0,1,0,0.0,0.5,False,,False
M004294,1,1,0,0,1.0,0.6,False,,False
M099480,1,1,0,0,1.0,0.6,False,,False
M078771,1,1,0,0,1.0,0.6,False,,False
M080995,1,0,0,1,-1.0,0.4,False,,False
M099516,1,1,0,0,1.0,0.6,False,,False
M022468,1,0,0,1,-1.0,0.4,False,,False
M066901,1,0,0,1,-1.0,0.4,False,,False
M058860,1,0,1,0,0.0,0.5,False,,False
M036258,1,0,1,0,0.0,0.5,False,,False
M083894,1,1,0,0,1.0,0.6,False,,False
M078677,1,1,0,0,1.0,0.6,False,,False
M090709,1,0,0,1,-1.0,0.4,False,,False
M086358,1,0,0,1,-1.0,0.4,False,,False
M079384,1,0,0,1,-1.0,0.4,False,,False
M046906,1,1,0,0,1.0,0.6,False,,False
M071909,1,0,1,0,0.0,0.5,False,,False
M096763,1,1,0,0,1.0,0.6,False,,False
M056655,1,1,0,0,1.0,0.6,False,,False
M050234,1,1,0,0,1.0,0.6,False,,False
M083960,1,0,1,0,0.0,0.5,False,,False
M083204,1,0,1,0,0.0,0.5,False,,False
M018698,1,0,1,0,0.0,0.5,False,,False
M043892,1,0,0,1,-1.0,0.4,False,,False
M046098,1,0,1,0,0.0,0.5,False,,False
M087482,1,0,1,0,0.0,0.5,False,,False
M055866,1,0,1,0,0.0,0.5,False,,False
M098673,1,0,1,0,0.0,0.5,False,,False
M067487,1,0,1,0,0.0,0.5,False,,False
M086067,1,0,1,0,0.0,0.5,False,,False
M094437,1,0,1,0,0.0,0.5,False,,False
M099410,1,0,1,0,0.0,0.5,False,,False
M069504,1,0,1,0,0.0,0.5,False,,False
M050227,1,0,1,0,0.0,0.5,False,,False
M082057,1,1,0,0,1.0,0.6,False,,False
M099971,1,1,0,0,1.0,0.6,False,,False
M054981,1,0,1,0,0.0,0.5,False,,False
M077347,1,1,0,0,1.0,0.6,False,,False
M086378,1,0,1,0,0.0,0.5,False,,False
M079075,1,0,1,0,0.0,0.5,False,,False
M055687,1,0,1,0,0.0,0.5,False,,False
M071571,1,0,1,0,0.0,0.5,False,,False
M078709,1,0,1,0,0.0,0.5,False,,False
M064471,1,1,0,0,1.0,0.6,False,,False
M013865,1,1,0,0,1.0,0.6,False,,False
M077706,1,0,1,0,0.0,0.5,False,,False
M009561,1,0,1,0,0.0,0.5,False,,False
M061308,1,1,0,0,1.0,0.6,False,,False
M076107,1,0,1,0,0.0,0.5,False,,False
M093702,1,0,0,1,-1.0,0.4,False,,False
M047963,1,0,1,0,0.0,0.5,False,,False
M074867,1,0,1,0,0.0,0.5,False,,False
M098350,1,0,1,0,0.0,0.5,False,,False
M077761,1,1,0,0,1.0,0.6,False,,False
M042075,1,0,1,0,0.0,0.5,False,,False
M077776,1,1,0,0,1.0,0.6,False,,False
M080533,1,0,1,0,0.0,0.5,False,,False
M071435,1,1,0,0,1.0,0.6,False,,False
M013916,1,1,0,0,1.0,0.6,False,,False
M014358,1,0,1,0,0.0,0.5,False,,False
M077480,1,0,1,0,0.0,0.5,False,,False
M044450,1,0,0,1,-1.0,0.4,False,,False
M099884,1,1,0,0,1.0,0.6,False,,False
M014562,1,1,0,0,1.0,0.6,False,,False
